tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
C,32,85.7000,0.0200,0.00500,on,0xE0102000,50,448.6800,398,701,0.061091
C,32,85.7000,0.0200,0.00500,on,0xE0102001,50,1627.2800,390,4924,0.221565
C,32,85.7000,0.0200,0.00500,on,0xE0102002,50,330.8000,325,358,0.045041
C,32,85.7000,0.0200,0.00500,on,0xE0102003,50,444.0600,331,1484,0.060462
C,32,85.7000,0.0200,0.00500,on,0xE0102004,50,324.0400,316,359,0.044120
