tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
C,32,117.9300,0.0200,0.00500,on,0xE0102000,50,11912.4600,769,32768,0.856550
C,32,117.9300,0.0200,0.00500,on,0xE0102001,50,21988.3400,775,32768,1.581044
C,32,117.9300,0.0200,0.00500,on,0xE0102002,50,2157.0400,746,7552,0.155099
C,32,117.9300,0.0200,0.00500,on,0xE0102003,50,18855.5600,842,32768,1.355785
C,32,117.9300,0.0200,0.00500,on,0xE0102004,50,16380.4000,794,32768,1.177812
