tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
C,32,30.0000,0.0200,0.00500,on,0xE0102000,50,39.4400,38,44,0.043822
C,32,30.0000,0.0200,0.00500,on,0xE0102001,50,35.7400,33,38,0.039711
C,32,30.0000,0.0200,0.00500,on,0xE0102002,50,31.6200,30,36,0.035133
C,32,30.0000,0.0200,0.00500,on,0xE0102003,50,49.6200,49,53,0.055133
C,32,30.0000,0.0200,0.00500,on,0xE0102004,50,54.9600,54,56,0.061067
