tag,L,A,gamma,T,thermostat,seed,n_samples,n_mean,n_min,n_max,k_mean
C,32,62.4200,0.0200,0.00500,on,0xE0102000,50,168.5400,164,182,0.043257
C,32,62.4200,0.0200,0.00500,on,0xE0102001,50,201.1200,198,211,0.051619
C,32,62.4200,0.0200,0.00500,on,0xE0102002,50,180.5600,178,189,0.046342
C,32,62.4200,0.0200,0.00500,on,0xE0102003,50,193.5400,186,215,0.049673
C,32,62.4200,0.0200,0.00500,on,0xE0102004,50,207.1400,204,217,0.053164
